Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population,Name
Pune,38324.0,2014,100000,Diesel,Automatic,First,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c5,6987,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance
Kochi,8415.95,2016,59998,Diesel,Manual,First,5.0,20.14,1498.0,88.8,Volkswagen,Germany,Europe,c2,3301,Volkswagen Polo 1.5 TDI Highline
Hyderabad,29126.24,2013,105000,Diesel,Automatic,First,5.0,17.32,1968.0,150.0,Audi,Germany,Europe,c4,10534,Audi Q3 2.0 TDI
Kolkata,3832.4,2011,36000,Petrol,Manual,First,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,15134,Hyundai i20 1.2 Magna
Kolkata,4598.88,2015,24350,Petrol,Manual,Second,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,15134,Hyundai i10 Sportz 1.1L
Kochi,10178.85,2018,28973,Diesel,Manual,First,5.0,24.7,1047.0,69.0,Tata,India,Asia,c3,3301,Tata Tigor 1.05 Revotorq XT
Kochi,4920.8,2017,8243,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,3301,Hyundai EON Era
Chennai,2376.09,2009,136642,Petrol,Manual,Second,5.0,17.92,1086.0,62.1,Hyundai,Korea,Asia,c1,11503,Hyundai Santro Xing GLS
Hyderabad,3970.37,2011,60000,Petrol,Manual,First,5.0,17.92,1086.0,62.1,Hyundai,Korea,Asia,c1,10534,Hyundai Santro Xing GLS
Chennai,6131.84,2008,100000,Diesel,Manual,Second,8.0,12.7,2609.0,120.0,Mahindra,India,Asia,c2,11503,Mahindra Scorpio SLX
Jaipur,5932.56,2010,48689,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c2,4107,Honda City i-VTEC S
Bangalore,14946.36,2017,45000,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,13193,Maruti Vitara Brezza ZDi
Kochi,50449.71,2019,38163,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,3301,Audi A4 35 TDI Technology Edition
Chennai,25677.08,2011,43800,Diesel,Automatic,Second,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c4,11503,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance
Jaipur,2912.62,2007,92000,Petrol,Manual,First,5.0,13.5,1799.0,130.0,Honda,Japan,Asia,c1,4107,Honda Civic 2006-2010 1.8 MT Sport
Kochi,10102.21,2017,14064,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,3301,Hyundai i20 Magna 1.2
Coimbatore,48947.41,2017,42366,Diesel,Automatic,First,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c5,2935,Audi Q3 35 TDI Quattro Premium Plus
Jaipur,11113.96,2014,76551,Diesel,Manual,First,5.0,25.1,1498.0,98.6,Honda,Japan,Asia,c3,4107,Honda City i DTEC VX
Pune,2912.62,2008,72672,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,6987,Hyundai i10 Era 1.1 iTech SE
Kolkata,5442.01,2015,45000,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c2,15134,Maruti Swift VDI BSIV
Hyderabad,14179.88,2012,91696,Diesel,Automatic,First,7.0,11.4,2953.0,153.86,Ford,USA,America,c3,10534,Ford Endeavour 3.0L 4X4 AT
Kochi,2529.38,2009,66484,Petrol,Manual,First,5.0,13.8,1299.0,70.0,Ford,USA,America,c1,3301,Ford Ikon 1.3 Flair
Coimbatore,56167.65,2019,15456,Diesel,Automatic,First,5.0,20.68,1995.0,190.0,BMW,Germany,Europe,c5,2935,BMW X1 sDrive 20d xLine
Mumbai,24527.36,2011,55000,Diesel,Automatic,Second,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c4,20961,Mercedes-Benz E-Class 2009-2013 E250 CDI Classic
Kochi,8247.32,2019,21112,CNG,Manual,First,5.0,15.1,1196.0,73.0,Maruti,India,Asia,c2,3301,Maruti Eeco 5 STR With AC Plus HTR CNG
Pune,4828.82,2011,98000,Petrol,Manual,First,5.0,16.7,1498.0,118.0,Honda,Japan,Asia,c1,6987,Honda Jazz Select Edition
Ahmedabad,6668.38,2014,61297,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,8450,Honda Amaze S i-Dtech
Hyderabad,1839.55,2006,80000,Petrol,Manual,Second,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,10534,Maruti Zen LXi - BS III
Jaipur,6285.14,2013,59000,Petrol,Manual,Second,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c2,4107,Hyundai i20 Magna
Chennai,28743.0,2009,150000,Diesel,Automatic,First,5.0,11.0,2993.0,235.0,BMW,Germany,Europe,c4,11503,BMW X5 3.0d
Coimbatore,21124.19,2017,60083,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,2935,Hyundai Creta 1.6 CRDi SX Option
Kolkata,6131.84,2016,85450,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,15134,Maruti Swift Dzire LDI
Jaipur,6637.72,2013,88000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,4107,Maruti Swift VDI
Kochi,8323.97,2015,81828,Diesel,Manual,First,5.0,24.0,1186.0,73.97,Hyundai,Korea,Asia,c2,3301,Hyundai Grand i10 1.2 CRDi Asta
Mumbai,7511.5,2016,18000,Petrol,Manual,First,5.0,18.16,1196.0,86.8,Ford,USA,America,c2,20961,Ford Figo Aspire 1.2 Ti-VCT Trend
Chennai,107307.2,2017,15000,Diesel,Automatic,First,5.0,15.97,2993.0,258.0,BMW,Germany,Europe,c5,11503,BMW X5 X5 M
Kolkata,39090.48,2016,34000,Diesel,Automatic,First,5.0,11.78,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,15134,Mercedes-Benz New C-Class C 220 CDI Celebration Edition
Ahmedabad,7818.1,2015,46000,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,8450,Hyundai Grand i10 AT Asta
Hyderabad,10270.83,2013,48158,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c3,10534,Hyundai Verna 1.6 SX CRDi (O)
Hyderabad,40623.44,2013,93000,Diesel,Automatic,First,5.0,16.73,2993.0,218.0,BMW,Germany,Europe,c5,10534,BMW 5 Series 525d Sedan
Ahmedabad,5978.54,2013,71007,Diesel,Manual,First,5.0,23.08,1461.0,63.1,Nissan,Japan,Asia,c2,8450,Nissan Micra Diesel XV Premium
Pune,4138.99,2010,63067,Petrol,Manual,Second,5.0,15.5,1586.0,103.3,Maruti,India,Asia,c1,6987,Maruti SX4 ZXI MT BSIV
Hyderabad,4522.23,2011,70259,Diesel,Manual,First,5.0,21.12,1248.0,88.8,Tata,India,Asia,c1,10534,Tata Manza Aura Quadrajet BS IV
Ahmedabad,35258.08,2015,13000,Diesel,Automatic,First,5.0,16.55,1968.0,140.0,Audi,Germany,Europe,c5,8450,Audi A4 2.0 TDI Multitronic
Pune,3817.07,2009,140000,Diesel,Manual,Second,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c1,6987,Maruti Swift Ldi BSIV
Jaipur,6898.32,2015,130000,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c2,4107,Maruti Swift LDI Optional
Delhi,6898.32,2011,89401,Diesel,Manual,First,5.0,21.43,1364.0,87.2,Toyota,Japan,Asia,c2,32066,Toyota Corolla Altis Diesel D4DJ
Hyderabad,10577.42,2015,67000,Diesel,Manual,First,5.0,27.3,1498.0,98.6,Honda,Japan,Asia,c3,10534,Honda Jazz 1.5 VX i DTEC
Kochi,31762.93,2010,65329,Petrol,Automatic,First,4.0,7.94,4395.0,450.0,BMW,Germany,Europe,c5,3301,BMW 6 Series 650i Coupe
Jaipur,3387.84,2010,72000,Petrol,Manual,First,5.0,16.25,1198.0,73.9,Skoda,Germany,Europe,c1,4107,Skoda Fabia 1.2 Petrol Active
Jaipur,843.13,2001,70000,Petrol,Manual,Third,5.0,12.0,1242.0,80.0,Fiat,Italy,Europe,c1,4107,Fiat Siena 1.2 ELX
Mumbai,21308.14,2011,82000,Diesel,Automatic,Second,5.0,12.35,2179.0,187.74,Land-Rover,India,Asia,c4,20961,Land Rover Freelander 2 HSE
Pune,2238.12,2010,85000,Petrol,Manual,First,5.0,15.3,1596.0,101.0,Ford,USA,America,c1,6987,Ford Fiesta 1.6 ZXi Duratec
Pune,9197.76,2012,83000,Diesel,Automatic,First,5.0,19.08,1582.0,126.32,Hyundai,Korea,Asia,c3,6987,Hyundai Verna SX CRDi AT
Jaipur,4598.88,2016,26000,Petrol,Manual,First,5.0,21.7,999.0,67.0,Renault,France,Europe,c1,4107,Renault KWID 1.0 RXT Optional
Delhi,5365.36,2012,27000,Diesel,Manual,First,5.0,22.3,1248.0,88.8,Tata,India,Asia,c1,32066,Tata Indica Vista Quadrajet 90 ZX Plus
Kochi,11635.17,2018,37746,Diesel,Manual,First,5.0,21.19,1396.0,88.73,Hyundai,Korea,Asia,c3,3301,Hyundai i20 Active 1.4 SX
Mumbai,3050.59,2009,63274,Petrol,Manual,Second,5.0,15.0,1586.0,104.68,Maruti,India,Asia,c1,20961,Maruti SX4 Zxi BSIII
Hyderabad,5825.25,2016,25000,Petrol,Manual,First,5.0,25.17,799.0,53.3,Renault,France,Europe,c2,10534,Renault KWID RXT
Bangalore,6131.84,2013,197000,Diesel,Manual,First,7.0,11.68,2498.0,112.0,Mahindra,India,Asia,c2,13193,Mahindra Xylo E4 ABS BS III
Bangalore,4522.23,2013,45010,Petrol,Manual,Second,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,13193,Hyundai EON D Lite Plus
Delhi,5748.6,2013,75348,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,32066,Honda Amaze VX i-DTEC
Kolkata,3832.4,2010,90110,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c1,15134,Volkswagen Polo Diesel Highline 1.2L
Pune,5748.6,2011,102013,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,6987,Honda City 1.5 V MT
Pune,33725.12,2015,36000,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c5,6987,Toyota Fortuner 4x2 AT
Kochi,9412.37,2017,37578,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c3,3301,Honda Amaze E i-Vtech
Pune,24527.36,2015,46001,Diesel,Automatic,First,5.0,20.58,1995.0,143.0,BMW,Germany,Europe,c4,6987,BMW 1 Series 118d Base
Hyderabad,5748.6,2014,46559,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,10534,Maruti Celerio VXI AT
Mumbai,18012.28,2015,48000,Diesel,Manual,First,8.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,20961,Toyota Innova 2.5 GX (Diesel) 8 Seater
Pune,36791.04,2013,46000,Diesel,Automatic,Second,5.0,16.36,2179.0,187.7,Jaguar,UK,Europe,c5,6987,Jaguar XF 2.2 Litre Luxury
Hyderabad,13643.34,2017,15000,Petrol,Manual,First,5.0,17.5,1199.0,88.7,Honda,Japan,Asia,c3,10534,Honda WRV i-VTEC VX
Chennai,15329.6,2012,85000,Diesel,Automatic,Third,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c3,11503,BMW X1 sDrive20d
Mumbai,8507.93,2014,32000,Petrol,Automatic,First,5.0,14.3,1598.0,103.5,Skoda,Germany,Europe,c2,20961,Skoda Rapid 1.6 MPI AT Elegance
Kochi,5503.33,2012,60818,Petrol,Manual,First,5.0,16.09,1598.0,103.5,Volkswagen,Germany,Europe,c2,3301,Volkswagen Vento 1.6 Comfortline
Coimbatore,17061.84,2019,35188,Diesel,Manual,First,5.0,22.77,1498.0,98.59,Ford,USA,America,c4,2935,Ford EcoSport 1.5 TDCi Trend Plus BE
Jaipur,11037.31,2012,110000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,4107,Mahindra XUV500 W6 2WD
Mumbai,4568.22,2014,61000,Diesel,Manual,First,5.0,18.6,1388.0,67.0,Ford,USA,America,c1,20961,Ford Fiesta Classic 1.4 Duratorq LXI
Pune,2606.03,2010,75000,Petrol,Manual,Second,5.0,17.92,1086.0,62.1,Hyundai,Korea,Asia,c1,6987,Hyundai Santro Xing GLS
Delhi,79713.92,2015,55000,Diesel,Automatic,First,7.0,12.0,2987.0,224.0,Mercedes-Benz,Germany,Europe,c5,32066,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury
Pune,1456.31,2003,69966,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,6987,Maruti Alto LXi BSII
Mumbai,14179.88,2016,42000,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c3,20961,Honda City i VTEC VX Option
Bangalore,24910.6,2014,48000,Diesel,Automatic,First,7.0,13.01,2199.0,194.3,Hyundai,Korea,Asia,c4,13193,Hyundai Santa Fe 2WD AT
Kolkata,32176.83,2015,35000,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c5,15134,Mercedes-Benz GLA Class 200 CDI SPORT
Chennai,6515.08,2005,128000,Diesel,Manual,Second,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c2,11503,Toyota Innova 2.5 G4 Diesel 8-seater
Bangalore,11037.31,2008,78000,Diesel,Automatic,Second,5.0,16.07,1995.0,181.0,BMW,Germany,Europe,c3,13193,BMW 3 Series 320d Sedan
Hyderabad,6745.02,2011,53080,Petrol,Manual,First,5.0,18.6,1197.0,85.8,Maruti,India,Asia,c2,10534,Maruti Swift ZXI
Pune,6515.08,2011,66000,Petrol,Manual,Second,5.0,15.04,1598.0,103.6,Volkswagen,Germany,Europe,c2,6987,Volkswagen Vento Petrol Highline
Ahmedabad,8201.34,2012,25000,Petrol,Manual,First,7.0,16.02,1373.0,93.7,Maruti,India,Asia,c2,8450,Maruti Ertiga VXI
Coimbatore,9657.65,2016,36139,Petrol,Automatic,Second,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935,Hyundai Grand i10 AT Asta
Delhi,19162.0,2017,44000,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,32066,Hyundai Creta 1.6 CRDi SX
Ahmedabad,11497.2,2008,50000,Diesel,Automatic,Second,5.0,16.77,2967.0,241.38,Audi,Germany,Europe,c3,8450,Audi A6 3.0 TDI quattro
Delhi,17245.8,2016,81177,Diesel,Manual,First,7.0,16.0,1997.0,140.0,Mahindra,India,Asia,c4,32066,Mahindra XUV500 W8 1.99 mHawk
Mumbai,11727.14,2016,26000,Petrol,Automatic,First,5.0,16.05,1499.0,110.4,Ford,USA,America,c3,20961,Ford EcoSport 1.5 Ti VCT AT Titanium BE
Mumbai,6898.32,2016,100000,Diesel,Manual,First,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c2,20961,Hyundai Xcent 1.1 CRDi Base
Hyderabad,11497.2,2014,75000,Diesel,Automatic,First,5.0,21.21,1498.0,103.2,Volkswagen,Germany,Europe,c3,10534,Volkswagen Vento 1.5 TDI Comfortline AT
Kochi,10884.02,2004,119859,Petrol,Automatic,First,5.0,13.0,2987.0,210.0,Mercedes-Benz,Germany,Europe,c3,3301,Mercedes-Benz S-Class 280 AT
Mumbai,3449.16,2010,55980,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,20961,Hyundai i10 Magna
Hyderabad,41389.92,2015,30000,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,10534,Audi A4 35 TDI Technology Edition
Pune,6407.77,2012,49700,Diesel,Manual,Second,5.0,21.9,1396.0,88.76,Hyundai,Korea,Asia,c2,6987,Hyundai i20 Sportz 1.4 CRDi
Chennai,9964.24,2013,79000,Diesel,Manual,First,5.0,23.5,1396.0,88.7,Hyundai,Korea,Asia,c3,11503,Hyundai Verna 1.4 EX
Delhi,4828.82,2010,65100,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,32066,Honda City 1.5 V MT
Pune,11711.81,2016,54161,Diesel,Manual,First,7.0,25.47,1248.0,88.5,Maruti,India,Asia,c3,6987,Maruti Ertiga VDI
Hyderabad,3679.1,2011,28619,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,10534,Maruti Alto LXi BSII
Mumbai,6515.08,2016,9000,Petrol,Automatic,First,5.0,20.51,998.0,67.0,Maruti,India,Asia,c2,20961,Maruti Wagon R AMT VXI
Kochi,14271.86,2016,42876,Diesel,Automatic,First,5.0,19.08,1582.0,126.2,Hyundai,Korea,Asia,c3,3301,Hyundai Verna 1.6 CRDi AT SX
Bangalore,3663.77,2011,64000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,13193,Maruti Alto LXi BSIII
Kochi,11711.81,2018,20488,Petrol,Manual,Second,5.0,16.09,1598.0,103.5,Volkswagen,Germany,Europe,c3,3301,Volkswagen Vento 1.6 Comfortline
Delhi,9519.68,2016,21000,Petrol,Manual,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,32066,Maruti Baleno Zeta 1.2
Jaipur,25293.84,2012,119203,Diesel,Automatic,First,5.0,12.39,2179.0,115.0,Land-Rover,India,Asia,c4,4107,Land Rover Freelander 2 TD4 SE
Kochi,12600.93,2011,55987,Petrol,Automatic,First,5.0,13.7,1997.0,153.86,Honda,Japan,Asia,c3,3301,Honda CR-V 2.0L 2WD AT
Coimbatore,44225.9,2017,72668,Diesel,Manual,First,7.0,14.24,2755.0,174.5,Toyota,Japan,Asia,c5,2935,Toyota Fortuner 2.8 2WD MT
Mumbai,13030.16,2015,32000,Petrol,Automatic,First,5.0,15.6,1497.0,116.3,Honda,Japan,Asia,c3,20961,Honda City V AT
Bangalore,137966.4,2014,3000,Petrol,Automatic,Second,2.0,12.0,5461.0,421.0,Mercedes-Benz,Germany,Europe,c5,13193,Mercedes-Benz SLK-Class 55 AMG
Mumbai,9979.57,2015,10400,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,20961,Honda City i-VTEC S
Mumbai,7128.26,2013,35000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,20961,Maruti Swift VDI
Kochi,12876.86,2013,55101,Petrol,Automatic,First,5.0,14.53,1794.0,138.1,Toyota,Japan,Asia,c3,3301,Toyota Corolla Altis 2008-2013 1.8 VL AT
Bangalore,8814.52,2014,57464,Diesel,Manual,First,5.0,23.59,1364.0,67.06,Toyota,Japan,Asia,c2,13193,Toyota Etios Cross 1.4L VD
Jaipur,1701.59,2006,110000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,4107,Maruti Wagon R LX
Kochi,6024.53,2017,17941,Petrol,Manual,First,5.0,15.7,1242.0,68.0,Fiat,Italy,Europe,c2,3301,Fiat Punto 1.2 Dynamic
Mumbai,26443.56,2014,72000,Petrol,Automatic,First,5.0,12.0,1991.0,184.0,Mercedes-Benz,Germany,Europe,c4,20961,Mercedes-Benz E-Class 2015-2017 E 200 CGI
Delhi,49054.72,2012,16000,Diesel,Automatic,First,5.0,16.36,2179.0,187.7,Jaguar,UK,Europe,c5,32066,Jaguar XF Aero Sport Edition
Kochi,5288.71,2011,62020,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,3301,Hyundai i20 Sportz Petrol
Pune,35258.08,2014,85000,Diesel,Automatic,Second,5.0,12.39,2179.0,147.51,Land-Rover,India,Asia,c5,6987,Land Rover Freelander 2 SE
Kochi,11221.27,2018,14223,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c3,3301,Hyundai Elite i20 Petrol Sportz
Jaipur,6745.02,2014,41210,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,4107,Honda Amaze S i-Vtech
Bangalore,72585.66,2015,20000,Diesel,Automatic,First,5.0,7.2,2987.0,165.0,Mercedes-Benz,Germany,Europe,c5,13193,Mercedes-Benz M-Class ML 350 4Matic
Coimbatore,6315.8,2016,18043,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c2,2935,Maruti Alto 800 VXI
Chennai,29892.72,2016,80000,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,11503,Toyota Innova Crysta 2.8 ZX AT
Hyderabad,9504.35,2016,21000,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,10534,Hyundai Grand i10 AT Asta
Bangalore,68983.2,2016,49000,Diesel,Automatic,First,5.0,16.55,2993.0,258.0,BMW,Germany,Europe,c5,13193,BMW X3 xDrive30d M Sport
Hyderabad,1303.02,1998,104000,Petrol,Manual,Second,5.0,15.0,970.0,45.0,Maruti,India,Asia,c1,10534,Maruti 1000 AC
Chennai,4292.29,2010,95000,Petrol,Manual,Second,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,11503,Hyundai i20 Magna
Pune,7358.21,2015,32000,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,6987,Hyundai Grand i10 AT Asta
Pune,1379.66,2003,80000,Petrol,Manual,Second,5.0,17.0,1086.0,63.0,Hyundai,Korea,Asia,c1,6987,Hyundai Santro Xing XG
Hyderabad,8661.22,2014,122800,Diesel,Manual,First,5.0,25.01,1498.0,89.75,Ford,USA,America,c2,10534,Ford Fiesta 1.5 TDCi Titanium
Ahmedabad,22227.92,2011,78000,Diesel,Manual,Second,5.0,15.0,2148.0,170.0,Mercedes-Benz,Germany,Europe,c4,8450,Mercedes-Benz E-Class 220 CDI
Ahmedabad,9044.46,2015,69000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,8450,Maruti Swift Dzire VDI
Pune,7664.8,2015,65000,Diesel,Manual,Second,5.0,23.59,1364.0,67.04,Toyota,Japan,Asia,c2,6987,Toyota Etios VXD
Ahmedabad,7511.5,2015,23000,Petrol,Manual,First,5.0,19.1,1197.0,82.0,Hyundai,Korea,Asia,c2,8450,Hyundai Xcent 1.2 Kappa Base
Ahmedabad,6515.08,2009,70000,Petrol,Manual,First,5.0,13.5,1799.0,130.0,Honda,Japan,Asia,c2,8450,Honda Civic 2006-2010 1.8 S MT
Chennai,16709.26,2014,250000,Diesel,Manual,First,8.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,11503,Toyota Innova 2.5 GX (Diesel) 8 Seater
Delhi,3755.75,2012,56000,Petrol,Manual,First,5.0,13.2,1495.0,94.0,Hyundai,Korea,Asia,c1,32066,Hyundai Accent GLE
Pune,3832.4,2013,30000,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,6987,Maruti Alto 800 LXI
Kolkata,45222.32,2010,35000,Petrol,Automatic,First,2.0,8.1,5461.0,387.3,Mercedes-Benz,Germany,Europe,c5,15134,Mercedes-Benz SL-Class SL 500
Jaipur,8814.52,2013,92250,Diesel,Manual,Second,5.0,22.7,1498.0,89.84,Ford,USA,America,c2,4107,Ford Ecosport 1.5 DV5 MT Titanium Optional
Pune,7664.8,2018,40000,Petrol,Manual,First,5.0,20.14,1197.0,81.86,Hyundai,Korea,Asia,c2,6987,Hyundai Xcent 1.2 VTVT E
Kochi,7082.28,2014,96848,Petrol,Automatic,First,5.0,14.3,1598.0,103.6,Skoda,Germany,Europe,c2,3301,Skoda Rapid 1.6 MPI AT Ambition Plus
Delhi,36024.56,2016,42000,Diesel,Automatic,First,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c5,32066,Audi Q3 2012-2015 35 TDI Quattro Premium Plus
Kolkata,11113.96,2013,55886,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,15134,Mahindra XUV500 W8 2WD
Kochi,18211.56,2019,12336,Petrol,Manual,First,5.0,17.0,1591.0,121.3,Hyundai,Korea,Asia,c4,3301,Hyundai Verna VTVT 1.6 SX Option
Chennai,3449.16,2009,60000,Petrol,Manual,Third,5.0,13.9,1599.0,103.2,Hyundai,Korea,Asia,c1,11503,Hyundai Verna Xi (Petrol)
Pune,1303.02,2003,83000,Petrol,Manual,Second,5.0,14.2,1597.0,92.0,Ford,USA,America,c1,6987,Ford Ikon 1.6 CLXI
Pune,6131.84,2018,24000,Petrol,Manual,First,5.0,19.69,1198.0,67.04,Nissan,Japan,Asia,c2,6987,Nissan Micra Active XV
Pune,7818.1,2016,32198,Petrol,Automatic,First,5.0,16.5,1198.0,86.8,Honda,Japan,Asia,c2,6987,Honda Brio VX AT
Hyderabad,19162.0,2014,92247,Diesel,Manual,First,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,10534,Toyota Innova 2.5 GX (Diesel) 7 Seater
Chennai,4445.58,2011,121311,Diesel,Manual,First,5.0,20.64,1498.0,108.5,Volkswagen,Germany,Europe,c1,11503,Volkswagen Vento 1.5 TDI Highline
Coimbatore,24466.04,2016,66296,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,2935,Mahindra XUV500 W10 AWD
Mumbai,8354.63,2015,41000,Petrol,Automatic,First,5.0,16.9,1197.0,82.0,Hyundai,Korea,Asia,c2,20961,Hyundai Xcent 1.2 Kappa AT SX Option
Kochi,36576.43,2017,38681,Diesel,Manual,First,7.0,13.5,2198.0,157.7,Ford,USA,America,c5,3301,Ford Endeavour 2.2 Trend MT 4X4
Kochi,2682.68,2008,43761,Petrol,Manual,First,5.0,18.0,995.0,62.0,Chevrolet,USA,America,c1,3301,Chevrolet Spark 1.0 LT
Hyderabad,14946.36,2017,17400,Diesel,Manual,First,7.0,24.52,1248.0,88.5,Maruti,India,Asia,c3,10534,Maruti Ertiga SHVS VDI
Bangalore,7281.56,2013,61510,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,13193,Honda Amaze S i-Dtech
Delhi,9581.0,2014,60000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,32066,Honda City i VTEC S
Bangalore,33725.12,2014,35165,Diesel,Automatic,Second,5.0,23.8,1998.0,112.0,Mini,Germany,Europe,c5,13193,Mini Cooper Countryman D
Kochi,21676.05,2016,41617,Petrol,Automatic,First,5.0,14.53,1794.0,138.1,Toyota,Japan,Asia,c4,3301,Toyota Corolla Altis 2008-2013 1.8 VL AT
Kolkata,1456.31,2005,45000,Petrol,Manual,First,5.0,17.0,1086.0,62.1,Hyundai,Korea,Asia,c1,15134,Hyundai Santro Xing XL eRLX Euro III
Delhi,18318.87,2014,65000,Petrol,Automatic,First,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c4,32066,Skoda Superb Elegance 1.8 TSI AT
Delhi,3832.4,2011,68000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,32066,Maruti Wagon R LXI BS IV
Mumbai,4215.64,2013,49000,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,20961,Hyundai i10 Era 1.1
