Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population
Kolkata,8431.28,2015,32000,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c2,15134
Chennai,7434.86,2016,29875,Petrol,Manual,First,5.0,18.16,1196.0,86.8,Ford,USA,America,c2,11503
Kochi,12861.53,2018,32539,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,3301
Hyderabad,12248.35,2015,83090,Diesel,Manual,First,5.0,19.01,1461.0,108.45,Renault,France,Europe,c3,10534
Hyderabad,10654.07,2016,62679,Diesel,Manual,First,5.0,21.19,1396.0,88.73,Hyundai,Korea,Asia,c3,10534
Mumbai,2299.44,2010,93000,Petrol,Manual,First,5.0,15.7,1390.0,75.0,Mahindra,India,Asia,c1,20961
Mumbai,2376.09,2006,44000,Petrol,Manual,First,5.0,17.7,1497.0,78.0,Honda,Japan,Asia,c1,20961
Bangalore,4215.64,2010,78400,Petrol,Manual,Second,5.0,15.6,1196.0,70.0,Ford,USA,America,c1,13193
Mumbai,6515.08,2014,71300,Petrol,Manual,First,5.0,13.06,1598.0,102.53,Renault,France,Europe,c2,20961
Kolkata,4368.94,2015,18000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,15134
Coimbatore,86060.37,2019,24013,Diesel,Automatic,First,7.0,12.81,1999.0,148.31,Land-Rover,India,Asia,c5,2935
Ahmedabad,15329.6,2009,99100,Petrol,Automatic,Second,5.0,9.74,1984.0,208.0,Audi,Germany,Europe,c3,8450
Mumbai,1916.2,2003,62000,Petrol,Manual,Second,8.0,11.3,1298.0,83.1,Maruti,India,Asia,c1,20961
Kolkata,11497.2,2017,14000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,15134
Coimbatore,39565.7,2015,44811,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,2935
Ahmedabad,6591.73,2014,44000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,8450
Chennai,16862.56,2010,136000,Diesel,Manual,Second,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,11503
Jaipur,18012.28,2010,144113,Diesel,Manual,Second,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,4107
Coimbatore,10086.88,2012,94989,Petrol,Manual,First,5.0,12.8,2354.0,177.6,Honda,Japan,Asia,c3,2935
Chennai,7358.21,2012,58133,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,11503
Pune,2529.38,2008,61000,Petrol,Manual,Second,5.0,17.5,1198.0,70.0,Skoda,Germany,Europe,c1,6987
Kolkata,22994.4,2017,27000,Diesel,Manual,First,5.0,17.1,1956.0,170.0,Jeep,USA,America,c4,15134
Ahmedabad,1532.96,2014,18050,Petrol,Manual,Second,4.0,25.4,624.0,37.5,Tata,India,Asia,c1,8450
Hyderabad,2529.38,2007,145277,Petrol,Manual,First,5.0,15.3,1596.0,101.0,Ford,USA,America,c1,10534
Ahmedabad,5518.66,2015,42000,Diesel,Manual,First,5.0,27.62,793.0,47.0,Maruti,India,Asia,c2,8450
Delhi,17629.04,2011,86000,Diesel,Manual,First,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,32066
Ahmedabad,5518.66,2015,42150,Diesel,Manual,First,5.0,27.62,793.0,47.0,Maruti,India,Asia,c2,8450
Pune,4675.53,2015,30158,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,6987
Bangalore,9197.76,2011,47000,Diesel,Manual,Second,5.0,23.5,1498.0,90.0,Ford,USA,America,c3,13193
Ahmedabad,5748.6,2013,39000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,8450
Coimbatore,9458.36,2016,32125,Petrol,Manual,First,5.0,16.2,1199.0,74.0,Volkswagen,Germany,Europe,c3,2935
Coimbatore,13873.29,2017,58829,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,2935
Coimbatore,6208.49,2013,67559,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,2935
Pune,6515.08,2013,55000,Petrol,Manual,First,5.0,17.5,1298.0,85.8,Maruti,India,Asia,c2,6987
Kolkata,5748.6,2018,30000,Petrol,Manual,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,15134
Mumbai,18165.58,2016,28000,Petrol,Automatic,First,5.0,13.0,1591.0,121.3,Hyundai,Korea,Asia,c4,20961
Kochi,12631.59,2016,31826,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,3301
Hyderabad,9182.43,2016,64000,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c3,10534
Jaipur,9964.24,2008,100009,Petrol,Manual,Second,5.0,13.1,1997.0,141.1,Honda,Japan,Asia,c3,4107
Coimbatore,90306.67,2019,17201,Diesel,Automatic,First,7.0,12.51,2179.0,187.7,Land-Rover,India,Asia,c5,2935
Delhi,12263.68,2014,74345,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,32066
Kochi,7112.93,2015,58134,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,3301
Kochi,5089.43,2010,30566,Petrol,Automatic,First,5.0,19.2,1197.0,80.0,Hyundai,Korea,Asia,c1,3301
Chennai,4261.63,2012,55231,Petrol,Manual,Second,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,11503
Kochi,13719.99,2016,67774,Diesel,Automatic,First,5.0,14.81,1998.0,163.7,Chevrolet,USA,America,c3,3301
Mumbai,33648.47,2013,50319,Petrol,Automatic,First,5.0,12.0,1991.0,181.03,Mercedes-Benz,Germany,Europe,c5,20961
Ahmedabad,12110.38,2013,45000,Petrol,Manual,First,5.0,11.7,2359.0,134.0,Hyundai,Korea,Asia,c3,8450
Kolkata,44455.84,2007,43627,Petrol,Automatic,First,5.0,11.74,1796.0,186.0,Mercedes-Benz,Germany,Europe,c5,15134
Kolkata,4982.12,2013,45000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c1,15134
Mumbai,9044.46,2014,10500,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,20961
Coimbatore,15145.64,2017,21789,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,2935
Coimbatore,13459.39,2019,21134,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c3,2935
Kolkata,4215.64,2011,90000,Diesel,Manual,Second,7.0,13.93,2179.0,138.1,Tata,India,Asia,c1,15134
Kochi,9167.1,2014,51553,Diesel,Manual,First,5.0,21.64,1461.0,84.8,Nissan,Japan,Asia,c3,3301
Delhi,47521.76,2011,31000,Petrol,Automatic,First,5.0,10.9,2497.0,215.0,BMW,Germany,Europe,c5,32066
Delhi,5442.01,2011,67422,Petrol,Manual,Second,5.0,14.53,1798.0,138.0,Toyota,Japan,Asia,c2,32066
Kochi,9565.67,2015,60519,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c3,3301
Kolkata,3357.18,2009,34000,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c1,15134
Hyderabad,8431.28,2013,68434,Diesel,Manual,First,5.0,28.4,1248.0,73.75,Maruti,India,Asia,c2,10534
Pune,3219.22,2014,17000,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,6987
Coimbatore,77659.75,2011,43686,Petrol,Automatic,First,4.0,10.5,5000.0,503.0,Jaguar,UK,Europe,c5,2935
Kolkata,21461.44,2012,22000,Diesel,Automatic,First,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,15134
Mumbai,8431.28,2013,79225,Diesel,Manual,First,5.0,22.0,1582.0,126.2,Hyundai,Korea,Asia,c2,20961
Pune,1839.55,2007,63000,Petrol,Manual,Third,5.0,14.2,1598.0,102.0,Chevrolet,USA,America,c1,6987
Hyderabad,8124.69,2014,61922,Petrol,Manual,First,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c2,10534
Chennai,9657.65,2015,85000,Diesel,Manual,First,5.0,23.9,1582.0,126.2,Hyundai,Korea,Asia,c3,11503
Kochi,62038.89,2017,26192,Diesel,Automatic,First,5.0,17.9,2143.0,168.0,Mercedes-Benz,Germany,Europe,c5,3301
Delhi,24680.66,2013,65000,Diesel,Manual,First,7.0,13.0,2982.0,168.5,Toyota,Japan,Asia,c4,32066
Delhi,38324.0,2014,44999,Diesel,Automatic,First,5.0,12.8,1968.0,167.6,Audi,Germany,Europe,c5,32066
Mumbai,12187.03,2008,81308,Diesel,Automatic,Second,5.0,13.2,1995.0,170.0,BMW,Germany,Europe,c3,20961
Delhi,4062.34,2016,35000,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,32066
Coimbatore,4307.62,2012,65349,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,2935
Hyderabad,26826.8,2012,80000,Petrol,Automatic,First,5.0,15.64,1798.0,167.62,Audi,Germany,Europe,c4,10534
Mumbai,5058.77,2012,61000,Petrol,Manual,First,5.0,16.1,1197.0,85.0,Maruti,India,Asia,c1,20961
Kochi,8186.01,2019,31817,Petrol,Manual,First,5.0,22.5,998.0,67.04,Maruti,India,Asia,c2,3301
Hyderabad,13030.16,2016,41000,Diesel,Manual,First,5.0,21.14,1498.0,103.52,Skoda,Germany,Europe,c3,10534
Kochi,4123.66,2010,82606,Petrol,Manual,Second,5.0,16.0,1198.0,90.0,Honda,Japan,Asia,c1,3301
Ahmedabad,17629.04,2015,52000,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,8450
Coimbatore,6223.82,2011,50318,Petrol,Manual,First,5.0,18.5,1197.0,85.8,Maruti,India,Asia,c2,2935
Hyderabad,75115.04,2016,50000,Diesel,Automatic,First,5.0,17.9,2143.0,201.15,Mercedes-Benz,Germany,Europe,c5,10534
Bangalore,7051.62,2012,72000,Diesel,Manual,First,5.0,20.5,1598.0,103.5,Skoda,Germany,Europe,c2,13193
Delhi,6070.52,2015,63776,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,32066
Mumbai,8584.58,2015,28133,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c2,20961
Kolkata,5748.6,2017,45000,Diesel,Manual,First,5.0,22.95,1248.0,74.0,Tata,India,Asia,c2,15134
Jaipur,8431.28,2015,55697,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c2,4107
Delhi,4598.88,2012,62000,Diesel,Manual,Second,5.0,20.5,1598.0,103.5,Skoda,Germany,Europe,c1,32066
Mumbai,4598.88,2011,48000,Petrol,Manual,First,5.0,16.0,1368.0,90.0,Fiat,Italy,Europe,c1,20961
Pune,4522.23,2010,90246,Petrol,Manual,First,5.0,16.1,1298.0,88.2,Maruti,India,Asia,c1,6987
Hyderabad,3755.75,2015,80500,Diesel,Manual,First,5.0,25.0,1396.0,69.0,Tata,India,Asia,c1,10534
Pune,21446.11,2012,119000,Diesel,Automatic,First,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,6987
Bangalore,93127.32,2016,28541,Diesel,Automatic,First,5.0,11.57,2987.0,254.79,Mercedes-Benz,Germany,Europe,c5,13193
Kolkata,1793.56,2008,45500,Petrol,Manual,Second,5.0,15.0,1086.0,63.0,Hyundai,Korea,Asia,c1,15134
Chennai,6898.32,2012,41000,Petrol,Manual,Second,5.0,16.8,1497.0,116.3,Honda,Japan,Asia,c2,11503
Mumbai,3832.4,2010,58000,Petrol,Manual,Second,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,20961
Chennai,31425.68,2015,99000,Diesel,Manual,First,7.0,13.0,2982.0,168.5,Toyota,Japan,Asia,c4,11503
Delhi,5978.54,2014,31200,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,32066
Chennai,5365.36,2009,85000,Diesel,Manual,Second,5.0,15.0,1896.0,105.0,Volkswagen,Germany,Europe,c1,11503
Hyderabad,12723.57,2016,60924,Petrol,Automatic,First,5.0,15.63,1499.0,110.4,Ford,USA,America,c3,10534
Chennai,3832.4,2012,45000,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,11503
Kolkata,4062.34,2011,44000,Petrol,Automatic,First,5.0,19.15,1198.0,75.94,Nissan,Japan,Asia,c1,15134
Kochi,11374.56,2016,30534,Petrol,Automatic,First,5.0,19.0,1199.0,88.7,Honda,Japan,Asia,c3,3301
Kochi,7097.6,2016,46399,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,3301
Kolkata,1670.93,2008,42000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,15134
Delhi,5825.25,2011,67000,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,32066
Mumbai,24144.12,2013,58000,Diesel,Automatic,First,5.0,10.0,2148.0,170.0,Mercedes-Benz,Germany,Europe,c4,20961
Coimbatore,8078.7,2015,27000,Petrol,Manual,First,5.0,17.57,1193.0,88.7,Tata,India,Asia,c2,2935
Mumbai,4215.64,2012,39566,Petrol,Manual,Second,5.0,18.4,1198.0,86.8,Honda,Japan,Asia,c1,20961
Chennai,11343.9,2016,14980,Diesel,Manual,First,5.0,27.3,1498.0,98.6,Honda,Japan,Asia,c3,11503
Jaipur,5978.54,2017,18491,Petrol,Automatic,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c2,4107
Jaipur,1073.07,2000,90000,Petrol,Manual,Second,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,4107
Pune,9044.46,2015,118211,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,6987
Coimbatore,14685.76,2016,63316,Diesel,Manual,First,5.0,22.7,1598.0,118.0,Maruti,India,Asia,c3,2935
Delhi,38247.35,2014,42000,Diesel,Automatic,First,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c5,32066
Kochi,6576.4,2015,25648,Petrol,Manual,First,7.0,13.7,1399.0,98.82,Chevrolet,USA,America,c2,3301
Delhi,17629.04,2011,67612,Diesel,Automatic,Second,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c4,32066
Mumbai,14793.06,2016,33000,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,20961
Mumbai,5748.6,2015,20000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,20961
Pune,1686.26,2007,143000,Petrol,Manual,Second,5.0,14.2,1341.0,82.9,Hyundai,Korea,Asia,c1,6987
Coimbatore,48150.27,2014,118218,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,2935
Pune,9197.76,2012,99000,Diesel,Manual,Third,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,6987
Pune,8507.93,2016,22700,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c2,6987
Jaipur,16724.59,2017,28000,Diesel,Manual,First,7.0,14.0,2179.0,138.1,Tata,India,Asia,c4,4107
Kolkata,11113.96,2014,62000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,15134
Hyderabad,5978.54,2012,107023,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,10534
Delhi,6055.19,2012,71082,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c2,32066
Mumbai,33725.12,2013,60000,Diesel,Automatic,First,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c5,20961
Delhi,5181.4,2014,21701,Petrol,Manual,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c1,32066
Mumbai,5288.71,2011,56000,Petrol,Manual,First,5.0,16.8,1497.0,116.3,Honda,Japan,Asia,c1,20961
Delhi,8814.52,2016,32450,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c2,32066
Jaipur,4215.64,2016,12500,Petrol,Manual,First,5.0,25.17,799.0,53.3,Renault,France,Europe,c1,4107
Kochi,46448.69,2019,20483,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c5,3301
Hyderabad,11497.2,2014,45800,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,10534
Coimbatore,10531.44,2015,35441,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,2935
Bangalore,23300.99,2015,86398,Diesel,Manual,First,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,13193
Chennai,5365.36,2012,150000,Diesel,Manual,First,5.0,21.64,1461.0,84.8,Nissan,Japan,Asia,c1,11503
Hyderabad,8967.82,2014,89000,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c3,10534
Hyderabad,3832.4,2010,68375,Petrol,Manual,First,5.0,19.0,998.0,66.1,Maruti,India,Asia,c1,10534
Pune,6055.19,2013,52000,Petrol,Manual,First,5.0,18.6,1197.0,85.8,Maruti,India,Asia,c2,6987
Jaipur,41389.92,2017,39000,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c5,4107
Bangalore,10347.48,2014,68000,Petrol,Manual,Second,7.0,16.02,1373.0,93.7,Maruti,India,Asia,c3,13193
Jaipur,2299.44,2007,71000,Petrol,Manual,Second,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,4107
Hyderabad,5978.54,2012,72003,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,10534
Hyderabad,10040.89,2014,135670,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,10534
Kochi,14471.14,2017,65850,Diesel,Manual,First,5.0,25.1,1498.0,98.6,Honda,Japan,Asia,c3,3301
Coimbatore,16509.98,2015,53920,Petrol,Manual,First,5.0,14.28,1798.0,138.03,Toyota,Japan,Asia,c4,2935
Ahmedabad,11497.2,2014,58000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,8450
Kolkata,4598.88,2016,4000,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,15134
Chennai,18012.28,2010,58000,Diesel,Automatic,First,5.0,18.59,2993.0,265.0,BMW,Germany,Europe,c4,11503
Kochi,5043.44,2016,29832,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,3301
Chennai,9964.24,2016,71156,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,11503
Delhi,5825.25,2015,64687,CNG,Manual,First,5.0,31.79,998.0,58.33,Maruti,India,Asia,c2,32066
Hyderabad,27593.28,2011,54000,Diesel,Automatic,First,5.0,16.55,1968.0,147.51,Audi,Germany,Europe,c4,10534
Bangalore,7588.15,2009,75000,Petrol,Automatic,Second,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c2,13193
Kochi,6928.98,2015,39208,Petrol,Manual,First,5.0,17.57,1193.0,88.7,Tata,India,Asia,c2,3301
Kolkata,12263.68,2014,41000,Diesel,Manual,First,7.0,17.0,2149.0,139.07,Force,India,Asia,c3,15134
Coimbatore,9596.33,2013,38622,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,2935
Chennai,11497.2,2016,18000,Petrol,Manual,First,5.0,16.95,1498.0,97.7,Nissan,Japan,Asia,c3,11503
Delhi,5595.3,2012,52000,Petrol,Manual,First,5.0,16.1,1248.0,88.5,Maruti,India,Asia,c2,32066
Mumbai,5135.42,2011,45000,Petrol,Automatic,First,5.0,14.4,1598.0,103.6,Volkswagen,Germany,Europe,c1,20961
Mumbai,8431.28,2014,48656,Petrol,Automatic,First,5.0,15.74,1591.0,121.3,Hyundai,Korea,Asia,c2,20961
Bangalore,8048.04,2012,79000,Diesel,Automatic,First,5.0,22.0,1582.0,126.2,Hyundai,Korea,Asia,c2,13193
Bangalore,24910.6,2012,88000,Diesel,Automatic,First,5.0,16.55,1968.0,140.0,Audi,Germany,Europe,c4,13193
Delhi,4138.99,2009,92000,Petrol,Manual,First,5.0,15.5,1586.0,103.3,Maruti,India,Asia,c1,32066
Chennai,50434.38,2019,9000,Diesel,Automatic,First,7.0,12.62,2198.0,158.0,Ford,USA,America,c5,11503
Coimbatore,5227.39,2008,50121,Petrol,Manual,First,5.0,20.4,1197.0,83.11,Maruti,India,Asia,c1,2935
Hyderabad,6361.78,2014,79000,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,10534
Hyderabad,9044.46,2014,46000,Diesel,Manual,Second,5.0,20.14,1498.0,88.8,Volkswagen,Germany,Europe,c3,10534
Pune,17629.04,2012,100000,Petrol,Automatic,First,5.0,10.0,2496.0,157.7,Mercedes-Benz,Germany,Europe,c4,6987
Kolkata,7281.56,2015,41000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c2,15134
Chennai,5365.36,2015,25000,Petrol,Automatic,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,11503
Pune,11113.96,2014,71899,Diesel,Manual,First,7.0,20.77,1248.0,88.76,Maruti,India,Asia,c3,6987
Mumbai,6668.38,2016,7100,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,20961
Coimbatore,7649.47,2018,38171,Petrol,Automatic,Second,5.0,22.5,999.0,67.0,Renault,France,Europe,c2,2935
Bangalore,11727.14,2013,70359,Diesel,Manual,First,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,13193
Chennai,13796.64,2011,200000,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,11503
Chennai,10577.42,2017,26969,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c3,11503
Chennai,4445.58,2011,56500,Diesel,Manual,First,5.0,20.0,1399.0,68.0,Ford,USA,America,c1,11503
Kolkata,8814.52,2014,40000,Diesel,Manual,First,5.0,20.45,1461.0,83.8,Nissan,Japan,Asia,c2,15134
Kolkata,12263.68,2014,41000,Diesel,Manual,First,7.0,17.0,2200.0,139.01,Force,India,Asia,c3,15134
Kochi,6760.35,2017,53105,Petrol,Automatic,First,5.0,22.5,999.0,67.0,Renault,France,Europe,c2,3301
Mumbai,7588.15,2013,23000,Diesel,Manual,First,5.0,21.14,1498.0,103.52,Skoda,Germany,Europe,c2,20961
Hyderabad,22074.62,2016,80999,Diesel,Automatic,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,10534
Chennai,4522.23,2012,82000,Diesel,Manual,First,5.0,20.0,1399.0,68.05,Ford,USA,America,c1,11503
Coimbatore,12478.29,2017,68557,Diesel,Manual,First,7.0,15.96,2523.0,63.0,Mahindra,India,Asia,c3,2935
Hyderabad,12953.51,2016,34000,Diesel,Manual,First,5.0,20.64,1498.0,108.5,Volkswagen,Germany,Europe,c3,10534
Pune,19162.0,2015,77000,Diesel,Manual,First,8.0,12.99,2494.0,100.0,Toyota,Japan,Asia,c4,6987
Mumbai,9964.24,2012,48000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,20961
Coimbatore,11834.45,2015,28232,Petrol,Manual,Second,5.0,15.8,1499.0,110.0,Ford,USA,America,c3,2935
Chennai,12263.68,2011,110000,Diesel,Automatic,First,5.0,16.96,1968.0,138.1,Volkswagen,Germany,Europe,c3,11503
Chennai,4598.88,2009,120000,Diesel,Manual,Second,7.0,13.93,2179.0,138.0,Tata,India,Asia,c1,11503
Mumbai,44455.84,2013,49000,Diesel,Automatic,First,4.0,8.2,2993.0,245.0,BMW,Germany,Europe,c5,20961
Kolkata,6300.47,2014,22000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,15134
Coimbatore,8232.0,2015,14925,Petrol,Manual,First,5.0,18.5,1197.0,82.9,Hyundai,Korea,Asia,c2,2935
Mumbai,10040.89,2013,75000,Diesel,Manual,First,7.0,20.77,1248.0,88.8,Maruti,India,Asia,c3,20961
Chennai,10730.72,2015,23000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,11503
Mumbai,8400.62,2014,57000,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,20961
Kochi,9979.57,2013,76718,Diesel,Automatic,First,5.0,16.96,1968.0,138.03,Volkswagen,Germany,Europe,c3,3301
Pune,7894.74,2016,138000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,6987
Hyderabad,13796.64,2013,140000,Diesel,Manual,Second,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,10534
Mumbai,4215.64,2008,110000,Petrol,Automatic,Second,5.0,14.53,1798.0,138.1,Toyota,Japan,Asia,c1,20961
Pune,1839.55,2005,126000,Petrol,Manual,Second,5.0,17.0,1086.0,62.1,Hyundai,Korea,Asia,c1,6987
Bangalore,19162.0,2012,73000,Diesel,Automatic,First,5.0,22.69,1995.0,190.0,BMW,Germany,Europe,c4,13193
Kochi,11788.46,2017,63423,Diesel,Manual,First,5.0,23.0,1498.0,98.96,Ford,USA,America,c3,3301
Kochi,7005.63,2013,62132,Petrol,Manual,First,5.0,18.5,1197.0,82.85,Hyundai,Korea,Asia,c2,3301
Mumbai,6898.32,2013,51000,Petrol,Automatic,First,5.0,16.8,1497.0,118.0,Honda,Japan,Asia,c2,20961
Hyderabad,7511.5,2015,75000,Diesel,Manual,First,5.0,23.2,1248.0,73.94,Maruti,India,Asia,c2,10534
Kolkata,2529.38,2008,55410,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,15134
Mumbai,4982.12,2015,41000,Petrol,Manual,First,5.0,18.2,1199.0,82.4,Chevrolet,USA,America,c1,20961
Chennai,9581.0,2012,45000,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c3,11503
Kochi,18594.8,2018,53322,Petrol,Manual,First,5.0,15.8,1591.0,121.3,Hyundai,Korea,Asia,c4,3301
Jaipur,4982.12,2013,48000,Petrol,Manual,First,5.0,18.2,1199.0,82.4,Chevrolet,USA,America,c1,4107
Hyderabad,44455.84,2013,72000,Diesel,Automatic,First,5.0,14.16,1968.0,174.3,Audi,Germany,Europe,c5,10534
Kochi,8477.27,2013,50266,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,3301
Hyderabad,13413.4,2017,21800,Petrol,Manual,First,5.0,17.0,1497.0,121.36,Ford,USA,America,c3,10534
Bangalore,58099.18,2014,45000,Diesel,Automatic,Second,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,13193
Delhi,3679.1,2010,62000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,32066
Chennai,6974.97,2014,41681,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c2,11503
Delhi,4062.34,2011,69313,Petrol,Manual,Second,5.0,17.5,1197.0,85.8,Maruti,India,Asia,c1,32066
